245.47402597402603,240.2792207792208
270.1493506493507,235.08441558441558
293.52597402597405,240.2792207792208
327.2922077922078,242.8766233766234
350.6688311688313,237.6818181818182
375.3441558441559,244.1753246753247
311.7077922077923,281.8376623376623
272.7467532467533,329.8896103896104
311.7077922077923,332.48701298701303
345.47402597402606,328.5909090909091
216.90259740259742,275.34415584415586
403.9155844155845,280.538961038961
249.3701298701299,248.07142857142856
272.7467532467533,240.2792207792208
293.52597402597405,245.474025974026
329.8896103896104,244.1753246753247
349.37012987013,244.1753246753247
372.7467532467533,245.474025974026
302.6168831168832,290.92857142857144
258.461038961039,319.5
305.2142857142858,335.0844155844156
355.8636363636364,324.6948051948052
216.90259740259742,277.94155844155847
406.5129870129871,276.64285714285717
253.2662337662338,228.59090909090912
270.1493506493507,222.0974025974026
289.62987012987014,229.88961038961043
315.6038961038962,225.99350649350652
338.98051948051955,228.59090909090912
368.8506493506494,235.08441558441558
285.73376623376623,262.3571428571429
264.9545454545455,319.5
290.92857142857144,320.7987012987013
322.0974025974026,320.7987012987013
244.17532467532473,271.44805194805195
436.38311688311694,274.04545454545456
338.98051948051955,235.08441558441558
361.0584415584416,231.18831168831173
375.3441558441559,231.18831168831173
415.6038961038962,233.78571428571428
432.48701298701303,236.38311688311688
442.87662337662346,238.9805194805195
414.3051948051949,263.6558441558442
363.6558441558442,316.9025974025974
402.6168831168832,323.3961038961039
425.99350649350663,319.5
259.7597402597403,272.74675324675326
453.2662337662339,272.74675324675326
268.8506493506494,220.7987012987013
284.43506493506493,216.9025974025974
306.5129870129871,218.2012987012987
338.98051948051955,222.0974025974026
366.2532467532468,216.9025974025974
381.83766233766244,218.2012987012987
324.6948051948052,257.1623376623377
290.92857142857144,309.1103896103896
323.3961038961039,316.9025974025974
358.461038961039,310.4090909090909
229.88961038961045,251.96753246753246
418.2012987012988,253.26623376623377
214.30519480519482,228.59090909090912
233.7857142857143,228.59090909090912
250.6688311688312,228.59090909090912
283.1363636363636,228.59090909090912
303.9155844155845,229.88961038961043
324.6948051948052,232.48701298701297
251.9675324675325,264.95454545454544
238.98051948051952,319.5
255.8636363636364,329.8896103896104
287.03246753246754,324.6948051948052
198.72077922077924,266.25324675324674
405.2142857142858,277.94155844155847
